location,report_date,season,season_week,total_mosquito,culex_annulirostris,aedes_vigilax,mos_sindbis,mos_ross_river,mos_kunjin,mos_edge_hill,mos_barmah_forest,mos_stratford,mos_kokobera,mos_unknown,mos_murray_valley_encephalitis,mos_japanese_enc,sc_num_tested,sc_num_pos,sc_murray_valley_encephalitis,sc_kunjin,sc_japanese_encephalitis,rain_cumulative,temperature_max_avg,temperature_max,temperature_min_avg,temperature_min,location_mosquito,location_chicken
Wagga Wagga,2020-02-22,2019/2020,34,578,157,764,1,0,0,0,1,0,0,1,0,1,0,1,1,1,0,12.48,31.1,35.3,17,10.9,1,
Wagga Wagga,2020-02-29,2019/2020,35,523,173,795,0,1,1,0,0,0,1,1,1,0,1,1,1,0,1,0.96,30.1,33.7,15.5,8.2,1,
Wagga Wagga,2020-03-07,2019/2020,36,600,144,825,1,1,0,0,1,0,0,1,0,1,1,0,1,1,1,66.28,26.8,33.5,15.1,11.8,1,
Wagga Wagga,2020-03-14,2019/2020,37,535,164,838,1,1,1,1,0,1,0,1,0,1,1,0,0,0,1,2.2,27.3,28.9,15,13.4,1,
Wagga Wagga,2020-03-21,2019/2020,38,540,170,753,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,0.77,26.5,31.7,13,9,1,
Wagga Wagga,2020-03-28,2019/2020,39,535,160,786,1,0,1,1,1,1,1,0,1,1,0,0,0,0,0,0.08,25.7,26.4,11.1,8.3,1,
Wagga Wagga,2020-04-04,2019/2020,40,512,148,809,0,0,1,0,0,0,1,1,1,0,0,1,1,1,0,34.65,24.8,28.2,13.1,9.1,1,
Wagga Wagga,2020-04-11,2019/2020,41,557,164,822,0,1,1,0,0,1,0,0,0,1,1,1,1,1,0,17.84,19.4,21.7,10.7,5.3,1,
Wagga Wagga,2020-04-18,2019/2020,42,527,168,790,1,0,0,0,0,1,1,1,0,0,0,1,0,0,1,2.67,21,26,8.9,4.4,1,
Wagga Wagga,2020-04-25,2019/2020,43,580,161,767,1,0,1,0,0,1,1,1,1,1,1,0,1,1,1,1.07,20.8,22.6,6.4,3.4,1,
Wagga Wagga,2020-05-02,2019/2020,44,512,152,735,1,0,0,1,0,1,1,0,1,0,0,0,1,0,1,56.17,17.8,23.3,8.7,6.1,1,
Wagga Wagga,2020-05-09,2019/2020,45,544,159,816,1,0,0,0,1,1,1,0,1,0,0,0,1,1,0,12.95,17.6,21.7,5.8,1.8,1,
Wagga Wagga,2020-05-16,2019/2020,46,569,153,866,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,2.23,15.7,17.7,3,0.8,1,
Maclean,2019-11-30,2019/2020,22,552,170,798,1,1,1,0,1,1,1,1,1,0,0,1,0,0,1,3.57,30.8,34.3,16.6,15.1,1,
Maclean,2019-12-07,2019/2020,23,550,142,811,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,9.06,31.4,37,14.8,12,1,
Maclean,2019-12-14,2019/2020,24,552,139,766,1,0,1,1,0,1,0,1,0,0,1,0,0,0,1,16.24,30.1,36.6,17.6,14.3,1,
Maclean,2019-12-21,2019/2020,25,570,169,833,1,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0.92,31.8,35.8,16.8,14.4,1,
Maclean,2019-12-28,2019/2020,26,539,165,766,0,1,0,1,0,0,0,0,0,0,1,0,1,1,0,60.55,28.9,35.2,18.5,16.2,1,
Maclean,2020-01-04,2019/2020,27,546,166,792,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,0.2,32.1,33.4,16.5,14.4,1,
Maclean,2020-01-11,2019/2020,28,559,156,768,1,0,0,1,1,1,0,1,0,1,1,0,1,0,0,8.8,33.6,36.9,18.9,16.8,1,
Maclean,2020-01-18,2019/2020,29,513,131,769,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,53.7,27.8,34.8,18.9,17,1,
Maclean,2020-01-25,2019/2020,30,559,157,838,0,1,0,0,1,1,1,1,1,1,0,1,0,0,0,148.26,31.3,34.9,20.5,18.9,1,
Maclean,2020-02-01,2019/2020,31,552,143,802,1,1,1,0,0,0,1,0,1,0,1,1,1,1,1,11.76,30.8,32.2,21,19.4,1,
Maclean,2020-02-08,2019/2020,32,523,188,753,0,1,0,1,1,1,1,1,0,1,1,0,1,0,0,100.16,28.2,36,19.1,16.7,1,
Maclean,2020-02-15,2019/2020,33,547,172,806,1,1,0,0,1,1,0,1,1,0,1,0,0,1,1,252.93,26.4,29,19.6,18.6,1,
Maclean,2020-02-22,2019/2020,34,528,142,789,0,1,0,1,1,0,1,0,1,1,1,0,0,0,1,37.03,30,34.2,19.8,17.8,1,
Maclean,2020-02-29,2019/2020,35,549,176,846,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,67.52,26.2,30,17.9,17.1,1,
Maclean,2020-03-07,2019/2020,36,541,166,793,1,1,0,1,0,0,0,0,0,1,1,1,0,1,1,18.39,28.7,33.1,19.2,18.1,1,
Maclean,2020-03-14,2019/2020,37,516,156,784,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,32.02,23.4,24.6,16.5,14.4,1,
Maclean,2020-03-21,2019/2020,38,553,172,781,0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,9.86,24.8,30,13.5,12,1,
Maclean,2020-03-28,2019/2020,39,534,177,805,0,1,1,1,0,1,0,0,1,0,1,0,1,1,1,20.37,25.4,30.8,16.8,15.8,1,
Maclean,2020-04-04,2019/2020,40,534,163,792,0,0,1,0,0,1,1,0,1,0,1,1,1,1,0,16.79,26.7,28.9,15,13.3,1,
Maclean,2020-04-11,2019/2020,41,537,186,778,1,1,0,1,0,1,0,1,0,1,1,1,0,0,1,20.07,23.2,25.2,13.8,9.7,1,
Maclean,2020-04-18,2019/2020,42,509,156,813,1,0,1,1,0,0,1,1,1,0,0,0,0,1,1,11.02,25.6,29.9,11.3,7.6,1,
Maclean,2020-04-25,2019/2020,43,607,162,835,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0.05,25,26.5,11.1,8.6,1,
Maclean,2020-05-02,2019/2020,44,570,146,761,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,6.08,24.5,27.4,11.8,9,1,
Maclean,2020-05-09,2019/2020,45,570,157,783,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1.7,21.7,25,8.2,5.7,1,
Maclean,2020-05-16,2019/2020,46,594,166,836,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,8.02,20.9,23.1,8.8,6.9,1,
Northern Beaches,2019-11-30,2019/2020,22,578,157,786,0,0,1,1,1,0,1,0,0,0,1,1,1,0,1,31.66,26.6,34.1,16.5,12.1,1,
Northern Beaches,2019-12-07,2019/2020,23,543,153,798,1,1,1,0,1,1,1,1,0,0,0,0,0,0,1,0.42,26.6,33.8,15.9,12.6,1,
Northern Beaches,2019-12-14,2019/2020,24,563,162,842,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,25.1,32.7,17.7,16.8,1,
Northern Beaches,2019-12-21,2019/2020,25,524,141,801,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,1.94,27.7,40,17.3,15,1,
Northern Beaches,2019-12-28,2019/2020,26,549,147,775,1,0,0,1,0,0,1,0,0,0,0,0,1,1,1,1.52,26.6,31.6,18.5,16,1,
Northern Beaches,2020-01-04,2019/2020,27,531,152,724,0,0,1,1,1,0,1,0,1,0,1,1,1,1,1,1.09,30,39,18.8,17.9,1,
Northern Beaches,2020-01-11,2019/2020,28,589,157,797,1,0,0,0,0,1,1,0,0,1,1,0,1,0,0,10.89,28.9,44.6,20.1,18.2,1,
Northern Beaches,2020-01-18,2019/2020,29,562,169,761,0,0,0,1,0,0,0,0,1,1,1,0,1,1,1,38.75,24.6,27.9,18.4,17,1,
Northern Beaches,2020-01-25,2019/2020,30,520,153,814,1,0,0,1,0,1,0,1,1,1,1,1,1,1,0,58.49,29,40.5,19.5,18.1,1,
Northern Beaches,2020-02-01,2019/2020,31,573,142,822,1,0,1,1,1,1,0,0,0,1,1,1,0,0,1,4.22,29.4,32.2,21.8,19.1,1,
Northern Beaches,2020-02-08,2019/2020,32,541,183,780,1,0,0,1,1,0,0,1,0,0,0,1,1,1,1,66.16,27.1,37.1,20.1,16.5,1,
Northern Beaches,2020-02-15,2019/2020,33,515,163,754,0,1,0,1,1,0,1,1,1,1,1,1,1,1,0,309.55,25.3,29.9,19.7,18.2,1,
Northern Beaches,2020-02-22,2019/2020,34,604,161,825,1,0,0,0,0,0,0,1,1,0,1,1,1,0,1,17.8,26.2,30.6,18.7,16.5,1,
Northern Beaches,2020-02-29,2019/2020,35,554,145,802,1,1,0,0,1,0,0,1,1,1,1,0,1,0,1,19.99,26.2,32,18.5,17,1,
Northern Beaches,2020-03-07,2019/2020,36,548,148,819,0,1,1,0,0,1,1,1,1,1,0,0,1,1,1,77.75,26.8,37,19,17.7,1,
Northern Beaches,2020-03-14,2019/2020,37,550,165,799,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,19,23.2,25.1,16,14.1,1,
Northern Beaches,2020-03-21,2019/2020,38,549,139,807,0,1,1,1,0,1,0,1,1,1,0,1,0,0,0,40.27,24.4,34.3,15.1,12.4,1,
Northern Beaches,2020-03-28,2019/2020,39,544,149,812,0,1,0,1,1,0,0,0,0,1,0,0,0,1,1,41.75,23.5,28.8,16.7,15.5,1,
Northern Beaches,2020-04-04,2019/2020,40,586,166,779,0,1,1,1,0,0,1,0,0,0,0,1,0,0,0,21.4,24.6,26,17.2,14.1,1,
Northern Beaches,2020-04-11,2019/2020,41,592,133,783,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,26.79,22.1,25.6,15.3,12.5,1,
Northern Beaches,2020-04-18,2019/2020,42,505,157,824,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,2.33,24.6,26.8,13.5,9.9,1,
Northern Beaches,2020-04-25,2019/2020,43,559,147,768,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0.01,23.8,27.1,12.6,10.8,1,
Northern Beaches,2020-05-02,2019/2020,44,583,159,756,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,14.22,22.6,27,14.9,9.3,1,
Northern Beaches,2020-05-09,2019/2020,45,558,148,819,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,4.01,20.9,26.4,10.7,8.8,1,
Northern Beaches,2020-05-16,2019/2020,46,580,171,803,1,1,1,1,0,0,1,0,1,1,0,1,0,0,0,10.84,18.9,25,9.5,6.6,1,
Deniliquin,2019-11-30,2019/2020,22,562,188,815,1,0,0,1,0,1,0,1,1,1,1,0,1,1,0,0.56,30.4,35.7,10.6,5.8,,1
Deniliquin,2019-12-07,2019/2020,23,499,154,834,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,6.84,24.4,30.2,10.6,8.9,,1
Deniliquin,2019-12-14,2019/2020,24,548,149,806,0,0,0,1,1,1,1,0,0,0,1,0,1,0,1,0,32.3,40.7,13.3,10.2,,1
Deniliquin,2019-12-21,2019/2020,25,550,159,792,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,0.25,37.9,46.5,17.1,13.5,,1
Deniliquin,2019-12-28,2019/2020,26,521,167,821,1,0,1,1,1,1,1,1,1,1,0,0,0,1,1,0,36.9,41.5,17.2,12.8,,1
Deniliquin,2020-01-04,2019/2020,27,527,171,788,0,0,0,0,0,0,0,1,1,1,0,1,0,1,0,0.02,38.2,43.7,19.5,12.4,,1
Deniliquin,2020-01-11,2019/2020,28,552,170,808,1,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0.49,34.5,43.2,17.4,13.9,,1
Deniliquin,2020-01-18,2019/2020,29,572,157,803,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,6.41,32.7,38.6,16.9,11.2,,1
Deniliquin,2020-01-25,2019/2020,30,581,172,791,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,19.97,30.5,37.6,15,10.3,,1
Deniliquin,2020-02-01,2019/2020,31,543,148,784,1,1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,37.4,46,17.2,13,,1
Deniliquin,2020-02-08,2019/2020,32,544,168,793,1,0,0,1,1,1,0,1,1,0,0,1,0,0,1,1.23,32.3,42.4,17.6,10.7,,1
Deniliquin,2020-02-15,2019/2020,33,570,146,795,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,9.93,32.6,36.3,20,16.9,,1
Deniliquin,2020-02-22,2019/2020,34,560,163,778,0,1,0,1,1,0,1,1,0,1,0,0,1,1,0,2.27,31.4,35.8,16.1,11.7,,1
Deniliquin,2020-02-29,2019/2020,35,528,154,809,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0.06,30.6,35.9,14.8,9.5,,1
Deniliquin,2020-03-07,2019/2020,36,538,161,835,0,1,1,1,1,0,1,0,1,0,1,0,1,1,0,57.48,26.3,35.1,14.7,11.4,,1
Deniliquin,2020-03-14,2019/2020,37,564,141,808,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0.31,29.3,32.8,14.8,12.4,,1
Deniliquin,2020-03-21,2019/2020,38,554,153,768,0,0,1,0,0,0,0,1,0,1,1,1,1,0,1,1.39,28.1,35,14.1,9.6,,1
Deniliquin,2020-03-28,2019/2020,39,534,166,787,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0.11,25.4,28.3,10.4,8.7,,1
Deniliquin,2020-04-04,2019/2020,40,570,152,809,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,13.4,25.8,29.5,13.8,9.3,,1
Deniliquin,2020-04-11,2019/2020,41,565,153,814,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,42.61,18.9,22.2,10.5,6.9,,1
Deniliquin,2020-04-18,2019/2020,42,502,169,790,1,1,0,0,1,1,1,0,0,1,0,1,0,1,0,0.24,22,27,10.4,7.1,,1
Deniliquin,2020-04-25,2019/2020,43,553,158,794,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0.13,22.1,25.7,8.7,5.1,,1
Deniliquin,2020-05-02,2019/2020,44,513,161,776,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,40.64,19.3,24.9,9,5.8,,1
Deniliquin,2020-05-09,2019/2020,45,531,150,803,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,3.36,18.3,22.8,6.8,3.2,,1
Deniliquin,2020-05-16,2019/2020,46,565,160,741,1,0,1,1,1,1,0,1,0,1,0,0,0,0,0,2.57,15.9,17.2,4.3,1.1,,1
Dubbo,2019-11-30,2019/2020,22,593,137,781,0,1,1,0,0,1,1,0,1,0,0,1,0,1,0,6.39,32.6,35.6,16.1,7.8,,1
Dubbo,2019-12-07,2019/2020,23,557,158,846,0,0,1,1,1,1,1,0,0,1,1,1,1,0,1,5.21,28,33.1,12.2,8.3,,1
Dubbo,2019-12-14,2019/2020,24,590,153,788,1,0,1,0,0,1,1,1,1,0,1,0,1,0,1,0,35.3,41.2,16.1,11.7,,1
Dubbo,2019-12-21,2019/2020,25,582,147,805,0,1,0,0,1,1,0,1,0,1,0,1,1,0,1,0,36.6,41.6,17.2,15,,1
Dubbo,2019-12-28,2019/2020,26,560,171,829,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,36.7,43.8,20,17.6,,1
Dubbo,2020-01-04,2019/2020,27,568,165,744,0,0,0,0,1,1,0,0,1,1,0,1,1,0,1,0.04,39.6,41.5,21,18.9,,1
Dubbo,2020-01-11,2019/2020,28,613,155,782,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,10.96,39.8,43.9,22.4,19.3,,1
Dubbo,2020-01-18,2019/2020,29,570,155,819,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,19.46,32.1,35.6,18.7,16.7,,1
Dubbo,2020-01-25,2019/2020,30,554,161,798,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,11.79,33.3,38.6,18.6,15.1,,1
Dubbo,2020-02-01,2019/2020,31,591,168,781,1,0,1,1,1,0,0,1,1,1,1,0,1,1,0,11.18,37.8,41.9,21.9,20,,1
Dubbo,2020-02-08,2019/2020,32,544,148,779,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,21.51,31.4,41.7,20.5,15.4,,1
Dubbo,2020-02-15,2019/2020,33,584,154,805,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,51.24,27.1,30.3,18.3,17.4,,1
Dubbo,2020-02-22,2019/2020,34,554,140,845,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,14,28.9,34.1,16.7,11.8,,1
Dubbo,2020-02-29,2019/2020,35,539,161,801,0,1,1,0,1,1,1,1,1,0,0,1,1,1,0,13.59,28.1,30.2,15.8,9.6,,1
Dubbo,2020-03-07,2019/2020,36,544,129,722,1,0,0,1,0,0,1,1,0,1,0,0,0,0,0,64.95,27.6,33.9,17.3,14.3,,1
Dubbo,2020-03-14,2019/2020,37,564,158,807,0,1,0,0,1,1,0,0,1,0,0,1,1,1,1,0.25,25.8,26.6,14.1,11.8,,1
Dubbo,2020-03-21,2019/2020,38,556,166,846,0,0,0,0,1,1,1,1,0,0,1,1,1,1,1,4.14,26.7,32.1,11.6,10.7,,1
Dubbo,2020-03-28,2019/2020,39,560,167,783,0,1,1,0,0,1,1,0,1,1,1,0,1,1,1,21.1,25.2,29.5,13.2,10.3,,1
Dubbo,2020-04-04,2019/2020,40,534,173,824,1,1,1,0,1,0,0,1,1,1,1,1,0,1,1,38.72,23.8,27.1,14.8,12.3,,1
Dubbo,2020-04-11,2019/2020,41,556,179,775,1,1,0,0,1,1,0,0,1,1,1,1,1,0,1,82.55,20.3,22.7,11.8,7.6,,1
Dubbo,2020-04-18,2019/2020,42,533,126,798,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,4.83,23.2,27,8.3,5.3,,1
Dubbo,2020-04-25,2019/2020,43,550,154,760,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,21.9,24.2,6.8,4.9,,1
Dubbo,2020-05-02,2019/2020,44,565,163,815,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,48.18,20.8,25.4,9.4,5.5,,1
Dubbo,2020-05-09,2019/2020,45,596,153,744,1,0,0,0,1,0,1,1,1,1,1,1,0,1,1,9.46,18.5,23.5,5.9,0.9,,1
Dubbo,2020-05-16,2019/2020,46,532,147,780,1,1,1,1,0,1,0,0,1,1,1,0,1,1,1,1.13,17.6,20.7,4.1,0.7,,1
Hay,2019-11-30,2019/2020,22,551,171,810,1,1,0,0,1,0,0,0,1,1,0,0,1,1,0,0.02,31.2,36.5,12.2,7.1,,1
Hay,2019-12-07,2019/2020,23,536,155,779,1,0,0,1,1,0,0,0,1,0,1,1,0,0,1,5.87,25.3,31.9,11.4,9.7,,1
Hay,2019-12-14,2019/2020,24,597,160,817,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0,33.1,41.2,14.9,12.2,,1
Hay,2019-12-21,2019/2020,25,552,154,779,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0.28,38.7,46.6,18.6,15,,1
Hay,2019-12-28,2019/2020,26,560,142,785,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,37.8,42.1,19.5,14.8,,1
Hay,2020-01-04,2019/2020,27,571,148,776,0,1,0,1,1,1,0,1,1,1,1,1,0,0,0,0.23,38.9,44.2,21.2,14.7,,1
Hay,2020-01-11,2019/2020,28,594,174,781,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0.09,36,44.2,19.2,15.8,,1
Hay,2020-01-18,2019/2020,29,545,147,776,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2.8,33.1,39.3,17.7,12.5,,1
Hay,2020-01-25,2019/2020,30,529,145,824,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,7.38,31.8,38.8,15.7,11.5,,1
Hay,2020-02-01,2019/2020,31,531,144,791,0,0,1,1,0,1,0,1,1,1,0,0,0,0,1,0,38.1,45.3,18.6,13.5,,1
Hay,2020-02-08,2019/2020,32,533,169,787,1,0,1,1,0,1,0,1,0,0,1,1,1,1,1,0.66,32.8,43.6,18.6,11.4,,1
Hay,2020-02-15,2019/2020,33,550,140,824,1,0,1,1,0,1,1,0,0,1,0,1,1,0,1,17.97,31.9,36.5,20.3,16.7,,1
Hay,2020-02-22,2019/2020,34,508,166,808,1,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1.03,31.9,36.6,17,12.5,,1
Hay,2020-02-29,2019/2020,35,556,166,794,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,30.8,35.7,15.5,10.7,,1
Hay,2020-03-07,2019/2020,36,560,184,779,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,48.47,26.4,35.7,15.5,13.1,,1
Hay,2020-03-14,2019/2020,37,558,182,788,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0.12,29.7,33.4,16,12.6,,1
Hay,2020-03-21,2019/2020,38,550,157,728,1,0,1,1,1,1,1,0,0,1,0,1,1,1,1,0.88,28.6,35,14.9,10.5,,1
Hay,2020-03-28,2019/2020,39,556,158,829,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,0.44,25.9,28.9,11,7.6,,1
Hay,2020-04-04,2019/2020,40,597,153,824,0,1,1,1,0,0,0,1,0,0,0,1,0,0,0,21.88,26.7,31.3,15,9.6,,1
Hay,2020-04-11,2019/2020,41,576,172,776,1,0,1,1,1,0,1,0,1,1,0,0,0,1,0,36.35,19.4,21.1,10.6,7.7,,1
Hay,2020-04-18,2019/2020,42,588,129,812,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0.01,22.9,28.2,10.6,6.5,,1
Hay,2020-04-25,2019/2020,43,514,162,871,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0.03,22.9,26.9,9.5,5.7,,1
Hay,2020-05-02,2019/2020,44,581,172,758,1,1,1,0,1,0,0,0,1,1,1,1,0,1,0,38.15,20.2,26.3,9.8,6.2,,1
Hay,2020-05-09,2019/2020,45,541,137,822,0,0,0,1,1,0,0,1,1,0,1,0,0,1,0,3.44,19,24.2,6.9,2.9,,1
Hay,2020-05-16,2019/2020,46,555,149,797,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0.29,16.6,17.7,4.3,1.1,,1
Macquarie Marshes,2019-11-30,2019/2020,22,528,145,820,1,0,1,1,0,0,0,1,0,0,0,1,1,1,0,0.29,33.8,36.2,18.1,11.4,,1
Macquarie Marshes,2019-12-07,2019/2020,23,545,191,783,0,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0.57,30.3,35.5,15,10.8,,1
Macquarie Marshes,2019-12-14,2019/2020,24,533,136,790,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,0,36.9,43,19.3,15.1,,1
Macquarie Marshes,2019-12-21,2019/2020,25,508,143,807,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,38.7,43.6,21.2,18.4,,1
Macquarie Marshes,2019-12-28,2019/2020,26,591,150,843,0,0,0,1,1,1,0,1,0,0,0,1,0,0,1,0,39.5,45.7,24.5,21.5,,1
Macquarie Marshes,2020-01-04,2019/2020,27,567,157,804,0,1,1,0,1,1,0,1,1,0,0,0,1,0,1,0,41.1,44.1,24.2,21.7,,1
Macquarie Marshes,2020-01-11,2019/2020,28,529,154,838,0,1,1,0,0,1,1,0,0,0,1,0,1,0,0,0.08,43.1,45.6,27.6,24,,1
Macquarie Marshes,2020-01-18,2019/2020,29,561,151,784,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,3.61,34.6,37.7,21.7,18.3,,1
Macquarie Marshes,2020-01-25,2019/2020,30,525,138,877,1,1,0,1,0,0,1,0,0,1,1,1,0,1,0,2.78,35.9,40.8,21,18.1,,1
Macquarie Marshes,2020-02-01,2019/2020,31,544,164,799,0,1,1,0,1,1,0,1,0,1,0,1,0,1,0,3.65,40.3,44.3,24.6,20.8,,1
Macquarie Marshes,2020-02-08,2019/2020,32,566,176,828,0,0,0,0,0,0,0,1,1,1,1,0,1,1,1,12.63,33.5,43.6,22.8,16.3,,1
Macquarie Marshes,2020-02-15,2019/2020,33,546,164,808,0,1,0,0,0,1,1,0,0,1,1,0,0,0,0,34.23,28.9,33.3,19.7,17.3,,1
Macquarie Marshes,2020-02-22,2019/2020,34,581,166,778,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0.7,34.1,39.3,20.9,16.2,,1
Macquarie Marshes,2020-02-29,2019/2020,35,595,155,765,1,1,1,0,0,1,1,0,0,0,0,1,1,1,1,8.7,29.7,34.4,18.8,15.7,,1
Macquarie Marshes,2020-03-07,2019/2020,36,578,180,823,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,64.27,29.6,36,18.3,16.1,,1
Macquarie Marshes,2020-03-14,2019/2020,37,574,130,785,1,0,0,0,0,0,1,0,1,1,1,0,0,0,1,2.83,27.8,29.2,17,16.3,,1
Macquarie Marshes,2020-03-21,2019/2020,38,543,158,774,0,1,0,1,1,0,1,0,1,1,1,0,0,1,0,0.01,28.9,34.3,15.6,14.1,,1
Macquarie Marshes,2020-03-28,2019/2020,39,533,163,766,1,0,1,0,1,1,0,1,0,1,0,0,1,0,1,1.91,27.7,30.4,15.6,13.5,,1
Macquarie Marshes,2020-04-04,2019/2020,40,537,173,791,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,51.21,26.5,30.8,17.3,15.6,,1
Macquarie Marshes,2020-04-11,2019/2020,41,570,143,805,0,1,1,0,0,1,1,0,0,0,1,0,0,0,1,53.66,22.1,23.7,13.1,10,,1
Macquarie Marshes,2020-04-18,2019/2020,42,534,138,805,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0.67,24.8,30.7,11.4,8.5,,1
Macquarie Marshes,2020-04-25,2019/2020,43,531,129,804,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,23.5,26.1,10,8,,1
Macquarie Marshes,2020-05-02,2019/2020,44,535,155,822,1,1,1,1,0,1,1,0,1,1,0,1,0,1,0,28.94,22.2,27.5,11.3,6.5,,1
Macquarie Marshes,2020-05-09,2019/2020,45,560,149,821,0,0,0,1,0,1,1,1,0,1,1,1,0,0,1,2.23,20.2,25.6,8,4.8,,1
Macquarie Marshes,2020-05-16,2019/2020,46,570,175,760,1,0,0,0,1,1,0,1,1,1,1,0,0,1,0,0.49,18.9,23.3,6.4,3.8,,1
Menindee,2019-11-30,2019/2020,22,536,168,836,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0,32.8,37.3,15.8,10.9,,1
Menindee,2019-12-07,2019/2020,23,554,170,817,0,0,1,1,1,1,1,1,0,0,1,0,1,0,1,0.59,29,36.3,14.8,11.8,,1
Menindee,2019-12-14,2019/2020,24,550,127,814,0,0,0,0,1,1,0,1,1,1,0,1,1,0,0,0,35.5,42.2,18.7,15.9,,1
Menindee,2019-12-21,2019/2020,25,571,141,781,1,0,0,0,1,1,1,0,0,1,0,1,0,0,0,0,40.4,46.1,22.1,17.2,,1
Menindee,2019-12-28,2019/2020,26,535,163,762,1,1,0,1,1,1,0,1,0,0,1,1,1,1,1,0,40.3,42.6,24.6,22.7,,1
Menindee,2020-01-04,2019/2020,27,549,157,781,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0.02,40.8,45.4,24.4,19.7,,1
Menindee,2020-01-11,2019/2020,28,560,158,791,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0.18,38.9,46.8,23.7,18.6,,1
Menindee,2020-01-18,2019/2020,29,535,168,800,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,5.41,34.6,42,20.1,17.2,,1
Menindee,2020-01-25,2019/2020,30,574,148,756,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0.89,34.2,40.7,19,17.3,,1
